"","denovo252 165_denovo5","denovo400 102_denovo1","denovo205 168_denovo3","denovo876 104_denovo11","denovo871 104_denovo17","denovo757 107_denovo3","denovo875 104_denovo12","denovo204 168_denovo0","denovo913 165_denovo10","denovo113 113_denovo8","denovo250 165_denovo9","denovo877 104_denovo10","denovo310 167_denovo5","denovo820 104_denovo6","denovo269 185_denovo11","denovo345 162_denovo4","denovo817 104_denovo1","denovo870 104_denovo18","denovo302 167_denovo12","denovo70 110_denovo4","denovo589 184_denovo7","denovo405 166_denovo19","denovo727 101_denovo29","denovo403 102_denovo2","denovo398 102_denovo7","denovo178 165_denovo7","denovo738 110_denovo15","denovo746 127_denovo3","denovo235 104_denovo21","denovo397 102_denovo5","denovo331 190_denovo13","denovo815 104_denovo8","denovo822 104_denovo4","denovo649 127_denovo12","denovo253 165_denovo6","denovo821 104_denovo5","denovo300 167_denovo10","denovo818 104_denovo0","denovo318 167_denovo9","denovo308 167_denovo7","denovo316 124_denovo8","denovo402 102_denovo3","denovo359 166_denovo7","denovo307 167_denovo6","denovo231 185_denovo9","denovo95 114_denovo17","denovo301 167_denovo11","denovo531 128_denovo8","denovo55 127_denovo9","denovo77 110_denovo3","denovo263 190_denovo2","denovo759 105_denovo7","denovo251 165_denovo4","denovo819 104_denovo7","denovo736 110_denovo17","denovo588 184_denovo0","denovo542 103_denovo7","denovo647 127_denovo10","denovo908 176_denovo2","denovo255 165_denovo0","denovo118 113_denovo0","denovo650 127_denovo13","denovo123 103_denovo0","denovo306 167_denovo16","denovo117 113_denovo1","denovo655 113_denovo6","denovo58 184_denovo11","denovo869 104_denovo19","denovo69 110_denovo9","denovo903 176_denovo4","denovo816 104_denovo2","denovo232 104_denovo22","denovo270 185_denovo12","denovo305 167_denovo15","denovo311 167_denovo2","denovo750 127_denovo5","denovo132 117_denovo1","denovo82 171_denovo9"
"denovo252 165_denovo5",0,0.256197317778828,0.12285902336679,0.163767894813506,0.168345124585359,0.0872041440393895,0.215248801000253,0.150755672288882,0.0665190105237739,0.232495277487639,0.106399035319786,0.16314401485114,0.169725025739105,0.141990458561766,0.264135271897687,0.0873704056661038,0.126744850104896,0.0870388279778489,0.138144740998884,0.162834736819732,0.215665546406877,0.240192230707631,0.255704155978379,0.0615457454896664,0.143443827637312,0.124034734589208,0.125988157669742,0.0618984460590173,0.151329981691595,0.108678533400333,0.256197317778828,0.137881858284933,0.151042008106777,0.0885614885540095,0.106399035319786,0.185695338177052,0.165359456941537,0.127515342612668,0.151329981691595,0.14142135623731,0.232495277487639,0.247593784236069,0.0613139339484966,0.138409133089567,0.232047740446129,0.18641092980036,0.0883883476483184,0.163455061873007,0.106399035319786,0.126238880619561,0.215665546406877,0.185695338177052,0.21483446221183,0.152203886829552,0.062622429108515,0.24854790640048,0.18641092980036,0.108253175473055,0.21483446221183,0.0932504808240314,0.198029508595335,0.166998341953264,0.0616626415978207,0.123091490979333,0.223606797749979,0.22447181760574,0.216084721819686,0.184637236468999,0.17817416127495,0.22447181760574,0.123560412643043,0.0873704056661038,0.206484040339026,0.0870388279778489,0.125491161027632,0.175411603861406,0.205688337801861,0.0870388279778489
"denovo400 102_denovo1",0.256197317778828,0,0.264648654834739,0.28810406552003,0.281365716935569,0.254726316236085,0.222327816061501,0.269293676066605,0.234618566101733,0.242061459137964,0.255213831162925,0.280056016805602,0.276759362408665,0.258198889747161,0.107006456250963,0.254726316236085,0.272727272727273,0.257694101601104,0.261612432118168,0.289223425942762,0.22275170170099,0.0872041440393895,0.0872041440393895,0.248069469178417,0.268391315629036,0.26980907113346,0.263415555922654,0.25048971643406,0.266206952824834,0.261817469044321,0.123560412643043,0.265684465662029,0.264648654834739,0.253489700209791,0.263117405792109,0.194624736040381,0.253489700209791,0.266701531890934,0.261612432118168,0.264497349205291,0.106802828176336,0.221906341149649,0.246182981958665,0.26980907113346,0.151042008106777,0.194994393991758,0.261291202242781,0.289774853375608,0.25424158446242,0.279049910336872,0.195366166291141,0.194994393991758,0.221906341149649,0.281718084909506,0.245440346836908,0.174408288078779,0.195366166291141,0.261291202242781,0.194994393991758,0.26846242208561,0.208514414057075,0.293369347019234,0.246650566391283,0.269293676066605,0.224908109208069,0.23160277792655,0.185695338177052,0.269293676066605,0.286299167156934,0.123796892118035,0.255213831162925,0.250982322055263,0.174740811332208,0.253759609461276,0.27050089040023,0.294302859701272,0.174408288078779,0.25424158446242
"denovo205 168_denovo3",0.12285902336679,0.264648654834739,0,0.185340618964565,0.200804832225625,0.0873704056661038,0.197257460788118,0.173096928963166,0.132744662319994,0.232495277487639,0.123325283195641,0.184288535050185,0.192055319899344,0.179244285979288,0.27137319479402,0.0875376219064817,0.167667676667856,0.123091490979333,0.138409133089567,0.16314401485114,0.224908109208069,0.24854790640048,0.263624865098248,0.106802828176336,0.181071492085037,0.164398987305357,0.165683373915903,0.107006456250963,0.174408288078779,0.153694655873568,0.264135271897687,0.162834736819732,0.151329981691595,0.0882162182782462,0.107006456250963,0.196116135138184,0.197642353760524,0.168345124585359,0.138675049056307,0.154919333848297,0.241590063443975,0.255704155978379,0.106399035319786,0.175075243812963,0.240655475555945,0.196874807739539,0.139482088162918,0.185340618964565,0.137620470640795,0.166336959782615,0.224908109208069,0.175411603861406,0.206085036989691,0.163767894813506,0.108042360909843,0.256693344027883,0.196874807739539,0.108042360909843,0.215248801000253,0.161164592805076,0.207289049397212,0.17817416127495,0.107006456250963,0.123325283195641,0.215665546406877,0.216084721819686,0.225346954716499,0.21320071635561,0.208103547817362,0.232945413973903,0.123796892118035,0.107211253483779,0.216084721819686,0.0872041440393895,0.140303383316578,0.196116135138184,0.215248801000253,0.0872041440393895
"denovo876 104_denovo11",0.163767894813506,0.28810406552003,0.185340618964565,0,0.191273013919001,0.164398987305357,0.242535625036333,0.163455061873007,0.177172612243394,0.258198889747161,0.164398987305357,0.204511845762132,0.248964798865985,0.211460273229918,0.293725228409004,0.164398987305357,0.201210909146383,0.151619608715781,0.196874807739539,0.223178021137329,0.243012588378125,0.272431183971292,0.28641098093474,0.152203886829552,0.170427823883094,0.1875,0.154303349962092,0.164082530828473,0.163767894813506,0.189358320929341,0.286972021591776,0.195740073171568,0.176090181265125,0.166009201907937,0.152203886829552,0.225346954716499,0.217786202592188,0.202444082544729,0.197642353760524,0.21997067253203,0.265684465662029,0.257694101601104,0.151619608715781,0.176432436556492,0.265165042944955,0.225788379144859,0.166009201907937,0.196874807739539,0.174740811332208,0.154610421609022,0.25870665599916,0.224908109208069,0.25048971643406,0.197642353760524,0.153694655873568,0.280056016805602,0.225346954716499,0.177122977108019,0.242535625036333,0.187729301785573,0.243012588378125,0.209343500484775,0.152203886829552,0.195366166291141,0.242535625036333,0.25870665599916,0.25870665599916,0.239273710208511,0.166336959782615,0.258198889747161,0.18641092980036,0.15191090506255,0.25048971643406,0.164398987305357,0.199204768222399,0.18641092980036,0.25,0.164082530828473
"denovo871 104_denovo17",0.168345124585359,0.281365716935569,0.200804832225625,0.191273013919001,0,0.180333926933486,0.248964798865985,0.126744850104896,0.2,0.248451997499977,0.18070158058105,0.237595481655746,0.256073759865792,0.200804832225625,0.272727272727273,0.180333926933486,0.168005376258062,0.168345124585359,0.220863052149693,0.219528519979381,0.241021339941205,0.264497349205291,0.27962349760262,0.168686942449158,0.128300059819917,0.202860206483395,0.109985336266015,0.168686942449158,0.180333926933486,0.211031781861087,0.272727272727273,0.179605302026775,0.191273013919001,0.180333926933486,0.179968508266339,0.231296222162904,0.238075958348003,0.220415507511194,0.2123251450326,0.200804832225625,0.25712973861329,0.240027433274365,0.168345124585359,0.202444082544729,0.248451997499977,0.231773614254217,0.179605302026775,0.230350221379959,0.200401204014051,0.167667676667856,0.23225397459181,0.230821767874241,0.25712973861329,0.212761579501408,0.168686942449158,0.265043267947514,0.231296222162904,0.191273013919001,0.248964798865985,0.174836167852992,0.241021339941205,0.229415733870562,0.168686942449158,0.219528519979381,0.256600119639834,0.265592581009216,0.241021339941205,0.21997067253203,0.167667676667856,0.248964798865985,0.201619459636378,0.179605302026775,0.231773614254217,0.180333926933486,0.210182555953888,0.201210909146383,0.231296222162904,0.179968508266339
"denovo757 107_denovo3",0.0872041440393895,0.254726316236085,0.0873704056661038,0.164398987305357,0.180333926933486,0,0.184987924793462,0.149626400416145,0.0947027447620757,0.232945413973903,0.123325283195641,0.163767894813506,0.158113883008419,0.156173761888606,0.261612432118168,0,0.141990458561766,0.0618984460590173,0.106198848810718,0.136335470787303,0.211999576001272,0.237915475715443,0.272670941574606,0.0618984460590173,0.157785504911465,0.122169444356305,0.140859042454753,0.0620173672946042,0.15191090506255,0.125988157669742,0.253759609461276,0.138409133089567,0.138409133089567,0,0.106600358177805,0.184288535050185,0.166336959782615,0.142857142857143,0.106399035319786,0.127000127000191,0.23072047842248,0.24571804673358,0.0608580619450185,0.13710212427677,0.237915475715443,0.184987924793462,0.108678533400333,0.160717946423488,0.105605001571314,0.14142135623731,0.222327816061501,0.18394180184549,0.194624736040381,0.139754248593737,0.0627455805138159,0.252329966482419,0.184637236468999,0.0627455805138159,0.204124145231932,0.114960249785902,0.198418947533136,0.141705050316284,0.0610847221781526,0.0857492925712544,0.215665546406877,0.204124145231932,0.214012912501926,0.191741247211843,0.189736659610103,0.222327816061501,0.0857492925712544,0.06213697660012,0.204511845762132,0,0.0892643685354904,0.175749910065499,0.228132877212881,0
"denovo875 104_denovo12",0.215248801000253,0.222327816061501,0.197257460788118,0.242535625036333,0.248964798865985,0.184987924793462,0,0.213605656352671,0.190692517849118,0.165037432377031,0.214422506967559,0.23339817516683,0.225493808400849,0.222680885707562,0.221906341149649,0.184637236468999,0.239535068790204,0.197257460788118,0.194624736040381,0.230283093235919,0.123325283195641,0.194624736040381,0.21320071635561,0.206885370242155,0.234205722976843,0.23072047842248,0.220415507511194,0.197257460788118,0.21650635094611,0.228492527977099,0.213605656352671,0.197257460788118,0.215665546406877,0.189358320929341,0.223178021137329,0.0870388279778489,0.20976176963403,0.23225397459181,0.195366166291141,0.2123251450326,0.194624736040381,0.221906341149649,0.194624736040381,0.22275170170099,0.194624736040381,0.0870388279778489,0.219089023002066,0.246650566391283,0.204124145231932,0.238559361806849,0.194994393991758,0.123091490979333,0.0870388279778489,0.234772464816938,0.19960119601395,0.21320071635561,0.0870388279778489,0.19960119601395,0.123091490979333,0.240906027914858,0.108678533400333,0.238559361806849,0.194624736040381,0.204124145231932,0.139211511597426,0.0873704056661038,0.184987924793462,0.221906341149649,0.246932399162397,0.174408288078779,0.184987924793462,0.197642353760524,0.174077655955698,0.184637236468999,0.211031781861087,0.25,0.174077655955698,0.184637236468999
"denovo204 168_denovo0",0.150755672288882,0.269293676066605,0.173096928963166,0.163455061873007,0.126744850104896,0.149626400416145,0.213605656352671,0,0.163299316185545,0.240655475555945,0.174077655955698,0.204511845762132,0.231773614254217,0.201210909146383,0.261612432118168,0.149906337799172,0.190117275157343,0.138144740998884,0.18394180184549,0.210818510677892,0.222327816061501,0.253280365200752,0.26776503357897,0.138144740998884,0.0905357460425185,0.174077655955698,0.0625,0.138409133089567,0.151619608715781,0.177821689789755,0.26827168499433,0.123560412643043,0.185340618964565,0.152794972109509,0.1625272110744,0.194257172471453,0.208103547817362,0.191273013919001,0.184288535050185,0.200401204014051,0.246650566391283,0.229848186156091,0.136335470787303,0.184288535050185,0.253280365200752,0.194994393991758,0.165359456941537,0.202595103888033,0.172132593164774,0.140028008402801,0.238818383991516,0.203355313327797,0.221906341149649,0.186771841909407,0.139482088162918,0.26827168499433,0.194624736040381,0.165359456941537,0.21320071635561,0.174836167852992,0.207695100813574,0.208927723509336,0.136589591177038,0.182913228254908,0.224038055234039,0.23072047842248,0.231160365339339,0.183254166534458,0.140303383316578,0.238818383991516,0.173096928963166,0.138409133089567,0.222327816061501,0.149626400416145,0.177821689789755,0.185695338177052,0.221487254201195,0.149348025476585
"denovo913 165_denovo10",0.0665190105237739,0.234618566101733,0.132744662319994,0.177172612243394,0.2,0.0947027447620757,0.190692517849118,0.163299316185545,0,0.213686921585344,0.0668153104781061,0.148087219439773,0.162578344381021,0.162937633978071,0.243640576656696,0.0947027447620757,0.133630620956212,0.0666666666666667,0.134231211042805,0.176776695296637,0.179192889767198,0.21320071635561,0.223606797749979,0.0668153104781061,0.163663417676994,0.150075056296916,0.149403576166799,0.0669649530182425,0.163299316185545,0.133630620956212,0.22411673409695,0.162937633978071,0.116247638743819,0.0944911182523068,0.0666666666666667,0.165144564768954,0.176776695296637,0.115727512471569,0.116510345607093,0.149071198499986,0.202259958738973,0.223606797749979,0.0666666666666667,0.150075056296916,0.190692517849118,0.165521177720474,0.115470053837925,0.177172612243394,0.133038021047548,0.149403576166799,0.165900379082799,0.164770510914327,0.190692517849118,0.115727512471569,0.0668153104781061,0.213686921585344,0.165144564768954,0.115470053837925,0.202259958738973,0.132453235706504,0.179192889767198,0.188561808316413,0.0669649530182425,0.133038021047548,0.191127393026999,0.203185638443579,0.179192889767198,0.209426954145848,0.188561808316413,0.191127393026999,0.115986700954059,0.0668153104781061,0.165521177720474,0.0947027447620757,0.148741029327182,0.177172612243394,0.165144564768954,0.0944911182523068
"denovo113 113_denovo8",0.232495277487639,0.242061459137964,0.232495277487639,0.258198889747161,0.248451997499977,0.232945413973903,0.165037432377031,0.240655475555945,0.213686921585344,0,0.215248801000253,0.249029122545876,0.267261241912424,0.231296222162904,0.249513144620722,0.23339817516683,0.239045721866879,0.216084721819686,0.215248801000253,0.255704155978379,0.176090181265125,0.224038055234039,0.240655475555945,0.216084721819686,0.251048222626717,0.25048971643406,0.238075958348003,0.224908109208069,0.241121411085206,0.260248119427093,0.240655475555945,0.232047740446129,0.232495277487639,0.228035085019828,0.224038055234039,0.138942503594182,0.236643191323985,0.21320071635561,0.249513144620722,0.230350221379959,0.216084721819686,0.24854790640048,0.224038055234039,0.25048971643406,0.215248801000253,0.139482088162918,0.236643191323985,0.271900645621694,0.232495277487639,0.246932399162397,0.215665546406877,0.164398987305357,0.152203886829552,0.251477845384773,0.219089023002066,0.232945413973903,0.139211511597426,0.236643191323985,0.164398987305357,0.240370085030933,0.108465228909328,0.277913246099792,0.22447181760574,0.255704155978379,0.185695338177052,0.186771841909407,0.216084721819686,0.249029122545876,0.262879613239427,0.206484040339026,0.23339817516683,0.225346954716499,0.206885370242155,0.232945413973903,0.254000254000381,0.25048971643406,0.206085036989691,0.232495277487639
